key,num,numz,dynamic_time_warping,cosine_similarity_distance,pearson_correlation,manhattan_distance,euclidean_distance,tanimoto_similarity
LMPR0103090022_C,6,42,204.9955,0.2264,-0.3186,3208.4377,626.0145,0.1429
CA00445_C,10,37,76.8995,0.5184,0.1217,2023.4292,459.4482,0.2703
LMPR0104310003_C,9,45,175.6875,0.3047,-0.1783,2888.1337,573.9235,0.2
LMPR01090023_C,9,38,145.8001,0.5448,0.2064,1953.5637,458.1436,0.2368
CA01066_C,1,39,591.0187,0.0223,-0.538,2657.3634,523.3066,0.0256
LMPR0106010007_C,11,46,116.3526,0.3395,-0.1152,2628.1337,535.1146,0.2391
LMPR0106150011_C,7,47,238.2634,0.109,-0.3712,3022.5571,590.0134,0.1489
CA00211_C,17,47,90.2968,0.6856,0.391,2130.9665,462.125,0.3617
LMPR0103870002_C,3,39,798.2037,0.0451,-0.5983,2534.6762,512.6033,0.0769
CA00519_C,17,49,236.3501,0.5019,0.0838,2601.9599,558.5797,0.3469
LMPR0104240006_C,6,43,134.5547,0.3008,-0.1359,2622.5134,534.7786,0.1395
CA00267_C,18,46,153.949,0.6349,0.2589,2407.5579,532.606,0.3913
LMPR0104170040_C,5,42,379.9213,0.0545,-0.471,2970.432,598.7741,0.119
LMPR01070092_C,16,48,50.6022,0.5633,0.1795,2472.1478,511.9443,0.3333
CA01175_C,2,38,571.9775,0.0119,-0.5615,2607.5601,520.9372,0.0526
LMPR0103880002_C,2,41,313.0605,0.0187,-0.455,2955.5154,580.4243,0.0488
LMPR01070129_C,17,49,100.7725,0.6327,0.3109,2349.798,495.9204,0.3469
LMPR0103500013_C,8,36,66.6967,0.3803,-0.0615,1992.4773,462.0626,0.2222
CA00932_C,17,36,46.7537,0.7445,0.4727,1260.2569,353.3796,0.4722
LMPR0104330005_C,11,49,235.8809,0.2294,-0.3189,3408.8639,645.9787,0.2245
LMPR0103090001_C,7,36,110.0412,0.3396,-0.0752,2215.8656,493.6311,0.1944
CA00589_C,20,47,83.1084,0.6504,0.3126,2148.4881,475.6869,0.4255
CA00392_C,16,53,119.8711,0.5541,0.2126,2467.0693,488.3321,0.3019
LMPR02030040_C,12,45,199.2861,0.41,-0.0808,2933.9973,599.2561,0.2667
LMPR01070345_C,21,58,243.018,0.5425,0.2072,2689.6632,551.103,0.3621
CA00840_C,19,40,204.7968,0.655,0.2699,1837.599,480.5617,0.475
LMPR01070697_C,17,53,99.3381,0.5918,0.2904,2291.0824,484.5959,0.3208
LMPR01070423_C,14,42,56.6872,0.6045,0.2684,1937.4313,438.2224,0.3333
LMPR03090024_C,8,60,224.8238,0.2746,-0.1965,3719.1209,612.569,0.1333
CA00632_C,22,54,123.2774,0.6668,0.4033,2111.8764,470.7641,0.4074
CA00941_C,19,57,66.6239,0.5717,0.2343,2845.2725,537.6082,0.3333
CA00153_C,11,33,347.1242,0.5596,0.1444,1845.5724,471.0699,0.3333
LMPR04000027_C,7,53,671.6573,0.0805,-0.6174,3014.8539,536.915,0.1321
CA00448_C,19,50,212.982,0.5387,0.1266,2608.7761,553.9274,0.38
CA00204_C,15,48,74.4348,0.5785,0.203,2590.3184,527.1644,0.3125
LMPR0106150062_C,10,52,254.8504,0.0743,-0.5558,3598.1325,644.4993,0.1923
LMPR0103540016_C,3,44,207.6765,0.1116,-0.4222,3291.3521,609.4331,0.0682
CA00913_C,19,49,51.6913,0.616,0.2792,2237.6963,483.2035,0.3878
CA00628_C,19,42,38.9841,0.7947,0.5887,1297.7966,340.2584,0.4524
LMPR0102070025_C,5,37,122.9566,0.2705,-0.192,2389.4581,497.6188,0.1351
CA00101_C,18,44,71.3695,0.6449,0.2726,2169.6615,484.3662,0.4091
CA00366_C,16,49,110.7981,0.5455,0.1516,2528.8399,512.484,0.3265
CA00787_C,10,37,117.6633,0.5364,0.1989,1825.2318,450.027,0.2703
LMPR0104170037_C,6,46,475.3143,0.0456,-0.5731,3262.9644,603.6262,0.1304
LMPR01070304_C,5,35,166.4545,0.2924,-0.1355,2401.4711,534.4259,0.1429
CA01125_C,9,36,353.1808,0.4754,0.0228,2265.462,523.88,0.25
CA00872_C,16,38,37.5546,0.7109,0.4062,1507.2787,385.9219,0.4211
LMPR0106030001_C,3,47,1298.3178,0.0371,-0.6716,2653.4401,510.1627,0.0638
LMPR0106150059_C,12,44,126.1448,0.2909,-0.2048,2362.9545,505.6214,0.2727
LMPR01070499_C,5,57,687.4482,0.0352,-0.606,3120.6179,541.8878,0.0877
LMPR0103330007_C,7,35,160.8788,0.4296,0.0111,2161.587,491.3769,0.2
LMPR0103190010_C,5,38,262.6013,0.0383,-0.5278,2742.3925,561.8398,0.1316
CA01211_C,3,41,189.4199,0.0941,-0.4498,3197.1831,603.9908,0.0732
CA00740_C,18,47,284.5445,0.5081,0.0432,2798.5432,590.3443,0.383
CA00322_C,15,43,50.9938,0.6128,0.2665,1989.2524,453.1618,0.3488
CA01028_C,20,54,226.268,0.5716,0.2287,2609.3802,557.4309,0.3704
LMPR0102070034_C,2,51,355.8031,0.0214,-0.5315,4018.1871,687.7037,0.0392
LMPR0102020001_C,1,36,282.3166,0.001,-0.4882,2997.0734,600.2027,0.0278
LMPR0103670003_C,5,37,119.8536,0.2412,-0.2618,2529.3423,530.9134,0.1351
LMPR0103160012_C,5,37,94.6542,0.2202,-0.2532,2507.5134,534.1856,0.1351
CA00063_C,11,45,97.8226,0.4927,0.1325,2264.6796,476.4838,0.2444
LMPR0103690002_C,3,39,255.0252,0.0372,-0.5022,2673.2274,537.0363,0.0769
LMPR0103700006_C,6,36,243.8866,0.0538,-0.4775,2646.5763,573.8312,0.1667
CA00249_C,16,48,85.9586,0.5386,0.1157,2718.8124,548.3149,0.3333
LMPR0103520002_C,4,40,182.7745,0.0934,-0.4205,3092.852,604.1242,0.1
LMPR03020008_C,8,35,58.0999,0.3433,-0.0966,2178.8354,492.4893,0.2286
LMPR0104030034_C,5,42,323.4626,0.0562,-0.5151,3076.84,598.9127,0.119
LMPR0102120003_C,2,35,769.0722,0.0446,-0.5022,2396.4977,505.5483,0.0571
CA00171_C,17,47,127.0989,0.524,0.0862,2695.1132,565.7375,0.3617
LMPR0106180009_C,10,48,147.8947,0.171,-0.3925,2819.3574,552.3363,0.2083
CA00169_C,12,33,223.7258,0.5662,0.1481,1808.0514,468.3105,0.3636
LMPR0102060018_C,4,33,107.1983,0.3486,0.0683,2032.0853,465.0366,0.1212
CA00785_C,12,35,119.5827,0.568,0.1908,1743.5547,449.0825,0.3429
CA00691_C,13,34,34.8073,0.7254,0.4648,1316.9625,354.9799,0.3824
LMPR0104150008_C,3,45,745.2233,0.0354,-0.6114,2831.4746,529.0344,0.0667
LMPR01040124_C,6,58,398.9795,0.0561,-0.5899,4040.8867,647.2458,0.1034
CA00902_C,6,38,219.8554,0.3237,-0.176,2665.2324,543.2855,0.1579
CA00462_C,15,44,180.8658,0.5569,0.1719,2258.4959,514.5962,0.3409
CA00629_C,17,46,77.491,0.6672,0.3606,1999.9225,452.9852,0.3696
LMPR0102090024_C,4,33,219.0655,0.134,-0.2816,2394.3451,542.0305,0.1212
LMPR0103180002_C,4,39,202.0488,0.1413,-0.3795,2827.8496,561.7907,0.1026
LMPR0106050006_C,6,51,194.5716,0.101,-0.4065,3294.7383,601.9443,0.1176
LMPR0103500006_C,5,39,126.5073,0.0457,-0.5495,2657.2453,539.6725,0.1282
CA00548_C,17,41,209.8367,0.5747,0.1334,2191.1743,535.0435,0.4146
LMPR04000021_C,8,53,618.9487,0.0512,-0.5604,3093.323,560.6698,0.1509
LMPR0104420002_C,8,39,129.9779,0.342,-0.1601,2536.8127,538.6896,0.2051
LMPR0106200001_C,8,48,171.2849,0.0426,-0.5845,2926.3567,552.6007,0.1667
LMPR0103610008_C,5,37,154.2098,0.3516,-0.0495,2382.0251,521.7543,0.1351
LMPR01070627_C,12,36,94.3064,0.6682,0.3524,1617.8963,399.0338,0.3333
CA01047_C,16,46,71.8613,0.6043,0.2263,2368.6917,498.7379,0.3478
LMPR0104050001_C,7,40,135.8811,0.1432,-0.3668,2720.3191,561.5239,0.175
LMPR01070182_C,15,47,140.338,0.5452,0.1221,2767.7155,572.6533,0.3191
CA00158_C,12,44,114.0542,0.5264,0.0979,2624.1661,550.5043,0.2727
LMPR0104080003_C,4,44,174.5211,0.0292,-0.5335,3215.8279,603.962,0.0909
CA01164_C,4,36,157.5452,0.1349,-0.3786,2608.4176,541.0116,0.1111
LMPR0106200009_C,9,47,203.5712,0.0709,-0.5661,2797.9936,545.5495,0.1915
LMPR0106150030_C,8,48,193.7341,0.1493,-0.3776,2859.6119,552.553,0.1667
LMPR0103090016_C,8,41,163.3578,0.3668,-0.1236,2667.5365,559.5313,0.1951
LMPR01070935_C,17,44,107.951,0.6269,0.2489,2210.501,509.9173,0.3864
CA01189_C,3,35,158.0298,0.1435,-0.2854,2528.0946,540.3057,0.0857
CA00866_C,6,36,226.8328,0.2413,-0.2661,2725.9406,583.7439,0.1667
LMPR0106150054_C,8,69,319.5073,0.0944,-0.5315,4566.8427,663.948,0.1159
CA00869_C,10,35,101.9341,0.5175,0.1359,1886.6484,463.5268,0.2857
LMPR0103060003_C,11,43,139.793,0.3703,-0.1549,2753.5075,568.6147,0.2558
LMPR04000002_C,6,49,800.5192,0.0536,-0.6712,2800.3856,522.4407,0.1224
CA00097_C,15,33,55.221,0.7333,0.4332,1288.7713,361.8334,0.4545
CA00077_C,11,44,63.8408,0.4892,0.1133,2273.0913,479.6653,0.25
LMPR0103690006_C,7,35,110.0414,0.0946,-0.5145,2374.4748,524.7603,0.2
LMPR0102010018_C,3,35,101.6726,0.2449,-0.1425,2336.6261,503.8369,0.0857
LMPR0102120015_C,2,34,174.6276,0.1951,-0.1203,2261.4022,494.1194,0.0588
LMPR0106180018_C,7,50,191.5067,0.0464,-0.5356,3206.2023,587.6915,0.14
LMPR0103090023_C,5,41,173.0582,0.3061,-0.1398,2782.8124,565.873,0.122
CA00696_C,15,41,115.4496,0.5968,0.2111,2004.6127,479.7073,0.3659
CA01027_C,13,45,220.0017,0.4132,-0.0167,2611.3169,565.7957,0.2889
CA01075_C,15,43,64.2157,0.5869,0.1717,2381.2325,516.2084,0.3488
LMPR0104170014_C,3,45,369.7587,0.0232,-0.4923,3192.2127,601.0616,0.0667
LMPR0106240003_C,12,42,66.9698,0.5127,0.1664,1900.336,429.1859,0.2857
CA00765_C,16,50,202.6565,0.4992,0.0711,2828.4002,571.8323,0.32
LMPR03070024_C,9,42,144.4409,0.4198,0.0344,2320.941,498.6511,0.2143
LMPR01070399_C,17,47,189.4345,0.5831,0.1816,2478.1779,529.2956,0.3617
LMPR0102120036_C,2,35,346.7046,0.0226,-0.4347,2507.2437,529.3186,0.0571
LMPR0104240005_C,7,42,125.0977,0.285,-0.1805,2646.7766,540.316,0.1667
LMPR0102120033_C,3,35,915.9753,0.0402,-0.3786,2587.3162,570.9862,0.0857
CA00338_C,13,46,58.3926,0.5698,0.1921,2414.346,500.4672,0.2826
CA00923_C,15,36,40.3111,0.7219,0.4299,1438.141,372.2172,0.4167
LMPR02010047_C,10,36,148.0517,0.4644,0.0529,2095.8842,498.0526,0.2778
LMPR0104170020_C,1,46,379.5808,0.0146,-0.4821,3316.8639,607.148,0.0217
LMPR0103590002_C,2,40,246.7661,0.0989,-0.3712,3045.4272,596.6275,0.05
CA00855_C,13,41,147.3478,0.5228,0.0779,2345.6807,523.1051,0.3171
LMPR0102120037_C,4,33,205.2319,0.1669,-0.2335,2253.052,502.8836,0.1212
CA00246_C,18,45,132.3367,0.608,0.2113,2347.3737,534.7096,0.4
CA01221_C,10,38,149.3383,0.5219,0.133,2115.2502,484.7586,0.2632
LMPR01090048_C,10,37,115.2757,0.4651,0.0297,2196.5712,503.1699,0.2703
CA00256_C,16,47,174.4362,0.5023,0.0489,2836.8448,589.8096,0.3404
LMPR0103090035_C,6,42,154.1359,0.1258,-0.4541,2990.8366,570.3042,0.1429
CA01198_C,10,35,196.7994,0.3872,-0.1056,2276.8737,545.1732,0.2857
LMPR01070211_C,9,32,169.8037,0.5077,0.1035,1875.2319,466.1338,0.2812
LMPR0104030022_C,6,41,248.2245,0.1263,-0.4063,2981.9159,607.5626,0.1463
CA00320_C,18,47,85.9847,0.6232,0.2542,2384.6083,508.274,0.383
CA00945_C,13,40,139.8303,0.632,0.2714,1945.8614,440.4496,0.325
LMPR0102100001_C,4,34,188.8737,0.1494,-0.2563,2400.8672,535.5708,0.1176
LMPR0103250005_C,5,38,118.4442,0.1529,-0.3739,2621.2795,541.1052,0.1316
CA00893_C,11,33,282.8244,0.5876,0.1962,1786.3173,451.9599,0.3333
CA00170_C,16,43,126.074,0.535,0.0693,2510.2553,550.3744,0.3721
LMPR01040117_C,9,38,76.4337,0.5048,0.1527,1985.3715,441.0379,0.2368
CA01021_C,5,35,147.8866,0.1648,-0.3171,2475.701,540.2518,0.1429
LMPR0104330015_C,10,50,248.8552,0.2217,-0.315,3506.3496,649.8039,0.2
CA01069_C,5,35,155.1722,0.1515,-0.3107,2471.4764,540.3366,0.1429
CA00397_C,16,45,104.1629,0.6484,0.3338,1959.8345,446.0175,0.3556
CA00544_C,15,45,120.5801,0.5197,0.0693,2634.9759,561.5025,0.3333
CA00934_C,21,54,69.1228,0.5967,0.2388,2793.9596,560.832,0.3889
LMPR0102090025_C,2,35,194.4859,0.1268,-0.257,2525.505,542.0872,0.0571
LMPR0102120049_C,0,37,300.6494,0.0,-0.4226,2836.0194,572.901,0.0
CA00585_C,21,43,134.4605,0.6574,0.2721,1942.6077,484.7685,0.4884
LMPR0105020006_C,9,43,77.6565,0.3694,-0.046,2415.2367,503.2915,0.2093
LMPR01070396_C,19,56,107.316,0.6709,0.4383,2077.7347,432.9745,0.3393
CA00598_C,17,45,37.86,0.6162,0.2388,2223.6048,491.5907,0.3778
CA00453_C,22,65,117.0378,0.6712,0.4666,2650.2414,497.3651,0.3385
LMPR02020068_C,4,42,120.2219,0.2569,-0.1701,2695.0685,541.5341,0.0952
CA00528_C,20,63,268.1605,0.5181,0.1738,3418.0135,623.0326,0.3175
CA01062_C,12,44,164.2577,0.5279,0.1168,2522.8969,545.4645,0.2727
LMPR0104030028_C,3,44,315.4793,0.0329,-0.5061,3227.6878,603.0075,0.0682
LMPR0106180034_C,10,46,168.7987,0.0771,-0.5456,3066.5663,595.8534,0.2174
LMPR0102090052_C,3,34,815.4016,0.0959,-0.4492,2300.8028,500.5633,0.0882
CA00540_C,15,43,170.8206,0.531,0.0854,2460.2366,546.6018,0.3488
LMPR0106010071_C,10,32,68.7371,0.5386,0.2116,1679.544,422.6275,0.3125
LMPR0102120008_C,2,35,1004.7758,0.0327,-0.3897,2677.3139,580.6071,0.0571
LMPR0104230010_C,5,55,356.8165,0.0323,-0.5192,4183.5826,707.0732,0.0909
CA00253_C,18,47,111.4051,0.5949,0.1897,2564.6731,552.6629,0.383
LMPR0102070023_C,1,41,216.4779,0.0048,-0.5254,3209.559,602.6154,0.0244
LMPR0106240002_C,11,44,69.0774,0.4493,0.0853,2115.3813,460.9111,0.25
LMPR0103590008_C,2,49,320.0905,0.082,-0.4528,3867.3162,670.538,0.0408
CA00950_C,15,45,45.7529,0.5991,0.2245,2321.6314,504.0707,0.3333
LMPR0103010032_C,7,39,203.7506,0.2501,-0.2942,2759.5507,572.8627,0.1795
CA00978_C,15,45,179.8728,0.5257,0.0934,2472.361,521.123,0.3333
LMPR0106010005_C,10,47,115.504,0.4031,-0.0008,2531.1908,514.6412,0.2128
CA00317_C,14,33,88.011,0.7644,0.5606,1117.615,323.2596,0.4242
LMPR0106150009_C,9,57,263.0757,0.1318,-0.4567,3527.8307,601.4956,0.1579
LMPR0102120035_C,2,35,345.5143,0.0227,-0.4345,2507.1694,529.3002,0.0571
CA01217_C,19,50,122.9898,0.6405,0.3021,2522.1102,527.8507,0.38
CA00067_C,15,48,95.0528,0.5943,0.2642,2264.0402,476.8859,0.3125
LMPR01070325_C,22,70,286.7082,0.5156,0.2067,3531.7338,636.6501,0.3143
LMPR0103870001_C,3,39,328.467,0.0289,-0.5055,2683.9511,539.156,0.0769
CA00312_C,13,36,90.5725,0.687,0.4107,1479.443,381.8851,0.3611
LMPR0103860001_C,4,38,126.2285,0.197,-0.2271,2363.1128,497.821,0.1053
CA00386_C,17,56,120.716,0.5139,0.1402,2825.2042,537.2303,0.3036
LMPR0104050002_C,7,39,84.7993,0.1712,-0.3409,2524.3642,530.1718,0.1795
LMPR0104320001_C,6,44,271.7152,0.1632,-0.3511,3337.0646,645.0518,0.1364
LMPR0102070013_C,5,33,108.0785,0.2731,-0.0917,2162.123,494.4575,0.1515
CA00771_C,14,37,208.1255,0.6975,0.3681,1649.4499,417.6787,0.3784
CA00958_C,15,51,83.9773,0.558,0.1635,2909.8223,557.2299,0.2941
CA00998_C,5,35,146.0853,0.2248,-0.2331,2463.9259,538.5348,0.1429
LMPR0102060007_C,7,39,194.9979,0.2625,-0.2101,2689.6042,569.3887,0.1795
CA00233_C,17,46,48.9122,0.6367,0.2842,2268.192,493.6425,0.3696
LMPR01090052_C,16,44,92.1648,0.6941,0.4506,1584.9989,379.4005,0.3636
CA01065_C,3,34,176.0399,0.2231,-0.1768,2445.3638,534.3336,0.0882
LMPR0102070048_C,4,47,373.8147,0.2084,-0.3741,3792.8902,668.3574,0.0851
CA01064_C,2,40,270.9064,0.016,-0.5393,3144.142,600.575,0.05
LMPR0103180001_C,5,38,140.7747,0.1674,-0.3095,2499.7224,527.3267,0.1316
LMPR01070380_C,19,58,147.9114,0.6092,0.3298,2519.1165,504.4801,0.3276
CA01074_C,17,40,108.7977,0.6479,0.2675,1845.5101,454.6602,0.425
CA00514_C,11,37,139.2284,0.544,0.1339,2052.3381,489.3744,0.2973
CA00961_C,17,51,83.0502,0.5695,0.1733,2834.5049,553.8437,0.3333
LMPR01070322_C,21,57,239.1511,0.5794,0.2633,2596.3439,537.8386,0.3684
LMPR0102120041_C,2,36,551.2176,0.0311,-0.423,2535.5184,533.2434,0.0556
CA00408_C,19,44,46.5079,0.6965,0.3841,1826.9132,433.5372,0.4318
LMPR0103090017_C,6,40,211.5537,0.3099,-0.1673,2672.777,569.1472,0.15
CA00286_C,15,40,106.7679,0.5665,0.13,2169.7663,506.6037,0.375
LMPR02020056_C,8,46,107.7702,0.3021,-0.1669,2933.8093,568.4057,0.1739
LMPR04000015_C,9,57,629.4635,0.062,-0.5688,3198.0893,563.4176,0.1579
CA00452_C,22,65,116.8185,0.6712,0.4666,2650.0221,497.357,0.3385
LMPR0104040004_C,5,43,226.157,0.0189,-0.5495,3341.1706,632.7685,0.1163
LMPR0104170029_C,5,42,382.0983,0.0546,-0.4747,2983.6822,600.25,0.119
CA00364_C,19,39,57.4334,0.7496,0.4543,1458.6794,395.4435,0.4872
LMPR0106090002_C,7,48,93.1888,0.4097,0.0525,2267.4864,457.8401,0.1458
LMPR0102090017_C,4,33,180.8812,0.2019,-0.2631,2460.535,535.0449,0.1212
LMPR0103010035_C,9,36,108.2962,0.4615,0.0682,2036.141,477.847,0.25
LMPR01070314_C,18,57,239.0618,0.4915,0.1242,2884.975,569.3713,0.3158
LMPR0104330006_C,10,49,235.5148,0.2687,-0.2362,3318.5138,627.2838,0.2041
CA00824_C,17,36,47.7101,0.7384,0.4533,1281.7954,349.4513,0.4722
LMPR0104050013_C,6,40,191.0691,0.3257,-0.107,2510.3274,532.0459,0.15
CA00499_C,14,44,238.4312,0.5153,0.0795,2577.2978,566.6482,0.3182
LMPR0105050004_C,8,45,270.1256,0.2369,-0.2592,3034.9498,609.397,0.1778
CA00242_C,15,52,93.1459,0.5565,0.1712,2941.2282,559.3444,0.2885
LMPR0103540011_C,4,53,310.7202,0.0117,-0.5275,3799.1088,649.3696,0.0755
LMPR0106180031_C,7,50,209.0193,0.2381,-0.2023,2974.081,574.9111,0.14
CA01245_C,14,40,142.0355,0.5511,0.1007,2249.1821,526.8904,0.35
LMPR0102070002_C,3,41,320.5084,0.107,-0.4646,3264.6302,619.7666,0.0732
LMPR04000010_C,8,55,803.9704,0.0608,-0.6817,3043.4288,537.6197,0.1455
CA00296_C,16,47,245.3858,0.4882,0.0411,2729.7567,563.7957,0.3404
CA00264_C,18,44,133.4128,0.608,0.1943,2333.9721,535.0088,0.4091
CA00459_C,16,58,263.5683,0.4608,0.0281,3485.6163,620.0541,0.2759
LMPR01090049_C,11,36,114.399,0.5374,0.144,1935.9137,468.1469,0.3056
CA00868_C,3,39,223.2294,0.0903,-0.4522,3252.2122,632.9646,0.0769
CA01181_C,2,38,250.8055,0.1061,-0.3606,2875.5839,586.1254,0.0526
LMPR0103010026_C,5,39,131.6188,0.327,-0.1338,2643.1457,540.4735,0.1282
LMPR02020081_C,4,41,186.2338,0.098,-0.4018,2979.8562,590.2318,0.0976
LMPR0106210001_C,7,47,752.5708,0.0694,-0.658,2676.9604,517.9964,0.1489
LMPR02020062_C,6,38,153.6647,0.1018,-0.4554,2923.9714,594.3108,0.1579
LMPR0103110005_C,5,37,124.9561,0.2213,-0.2528,2541.5472,532.5717,0.1351
CA00279_C,17,43,131.649,0.6113,0.2028,2271.6487,529.541,0.3953
LMPR0102070041_C,1,42,273.5797,0.004,-0.5569,3344.1672,611.8033,0.0238
CA00529_C,20,88,333.9952,0.4852,0.2213,4488.8558,679.8632,0.2273
CA01114_C,8,32,99.3062,0.5287,0.2246,1673.6748,422.2711,0.25
LMPR01070800_C,14,33,132.3895,0.6533,0.3031,1438.7496,415.2492,0.4242
LMPR0103190016_C,4,39,108.8129,0.329,-0.0577,2407.5645,499.1234,0.1026
LMPR0103050008_C,3,39,223.3534,0.0903,-0.4522,3252.3362,632.9803,0.0769
CA00358_C,18,46,169.9872,0.5262,0.0649,2594.2836,558.5126,0.3913
LMPR01070389_C,19,49,106.4715,0.7355,0.5253,1597.5559,366.5939,0.3878
LMPR0102070043_C,2,41,339.2722,0.0173,-0.5985,3388.225,623.2589,0.0488
LMPR0106150036_C,10,48,173.9041,0.1618,-0.3775,2763.9224,547.9485,0.2083
CA00110_C,4,61,597.3721,0.0216,-0.5245,3498.4556,579.6472,0.0656
LMPR0102070054_C,3,43,232.9092,0.1077,-0.4736,3276.3061,604.0405,0.0698
CA00492_C,11,36,159.3647,0.4666,0.0037,2169.8452,503.9831,0.3056
LMPR0102070010_C,5,44,240.2874,0.2252,-0.3578,3306.1155,606.2,0.1136
CA00011_C,13,42,165.5916,0.5351,0.1049,2434.9357,539.7986,0.3095
LMPR0106110001_C,8,41,242.1489,0.1186,-0.4588,3011.2119,616.2818,0.1951
LMPR0106040018_C,6,50,245.9317,0.1642,-0.3093,2989.1128,566.5754,0.12
LMPR01090034_C,11,36,133.4429,0.6426,0.372,1555.3455,399.5518,0.3056
LMPR01090045_C,12,38,166.4749,0.3873,-0.1106,2359.3784,538.416,0.3158
LMPR0103160009_C,5,37,123.6064,0.2345,-0.2263,2479.9737,529.136,0.1351
LMPR01070381_C,19,57,110.8087,0.6385,0.381,2298.8572,468.9495,0.3333
LMPR0102120009_C,4,33,727.2652,0.0912,-0.4772,2246.9821,499.9816,0.1212
CA00303_C,17,48,41.6508,0.5464,0.133,2616.5263,538.0131,0.3542
LMPR0102070021_C,2,51,390.4876,0.0148,-0.5276,3999.9126,686.1819,0.0392
LMPR0104540002_C,3,42,474.2333,0.0396,-0.5297,3252.9744,616.8914,0.0714
LMPR0106010004_C,9,33,103.5917,0.4066,0.0352,1917.5727,458.5691,0.2727
LMPR0102090062_C,5,32,148.7894,0.2703,-0.1189,2152.2294,493.2243,0.1562
LMPR0106180015_C,9,48,167.1119,0.1293,-0.414,2992.7586,577.2041,0.1875
LMPR01070333_C,22,55,240.1208,0.5861,0.2586,2477.3002,533.2904,0.4
LMPR0105010008_C,8,43,151.9201,0.3153,-0.1099,2414.4659,506.637,0.186
LMPR01040126_C,5,58,390.353,0.0346,-0.6041,4102.1056,650.2052,0.0862
LMPR01070207_C,13,49,124.8238,0.5268,0.1265,2783.628,546.7307,0.2653
CA00538_C,15,47,202.9482,0.5162,0.1066,2491.9611,535.2808,0.3191
CA00736_C,19,42,185.6864,0.6467,0.2865,1880.8449,484.6826,0.4524
LMPR0103060008_C,9,34,97.0002,0.4257,0.0411,1928.793,462.9036,0.2647
LMPR0104230009_C,3,55,358.0041,0.0228,-0.5123,4244.3269,708.2127,0.0545
CA00701_C,16,47,130.3745,0.5376,0.1077,2642.6785,552.9423,0.3404
LMPR0103110003_C,7,35,115.1204,0.3196,-0.1182,2231.5409,500.9729,0.2
CA01093_C,13,35,52.2093,0.7084,0.4273,1461.4905,367.8248,0.3714
LMPR01030042_C,3,39,791.5954,0.0725,-0.5231,2416.5291,503.9262,0.0769
LMPR0104520001_C,8,39,95.9689,0.3301,-0.1684,2238.4594,479.44,0.2051
LMPR04000011_C,7,59,731.3364,0.0452,-0.662,3407.5565,562.3685,0.1186
LMPR0104040002_C,4,44,298.1026,0.0883,-0.3961,3234.9558,627.2929,0.0909
CA00498_C,20,44,184.2075,0.5889,0.1472,2306.4558,531.6598,0.4545
CA00297_C,16,44,202.6779,0.478,-0.0631,2952.1854,628.5058,0.3636
LMPR0102090063_C,3,34,804.713,0.0955,-0.449,2301.8405,500.7062,0.0882
CA00707_C,17,47,105.0195,0.6442,0.3026,2378.5656,514.9256,0.3617
LMPR0102050002_C,3,35,1227.6648,0.04,-0.5919,2329.5793,500.5543,0.0857
LMPR0103460002_C,5,37,92.2873,0.3387,-0.0335,2172.9394,470.5987,0.1351
LMPR04000039_C,6,52,550.6585,0.0479,-0.5489,3095.0892,557.7697,0.1154
CA01179_C,5,35,150.4421,0.2462,-0.2,2397.8034,533.4195,0.1429
LMPR0103330004_C,3,39,281.246,0.1538,-0.3911,3178.87,622.6563,0.0769
LMPR0106020001_C,11,47,109.2732,0.3429,-0.1147,2664.1166,535.44,0.234
LMPR0106050010_C,10,49,176.8358,0.3622,-0.021,2542.3618,523.8041,0.2041
CA00395_C,17,48,168.8948,0.5731,0.1825,2524.5688,538.0369,0.3542
LMPR01070126_C,14,33,51.4475,0.7999,0.6167,1061.5267,302.1066,0.4242
LMPR02020075_C,6,51,167.7968,0.1007,-0.4003,3189.4223,580.7812,0.1176
CA00671_C,19,47,87.7884,0.6334,0.2756,2257.8498,500.9804,0.4043
CA00973_C,19,54,100.3884,0.6369,0.3665,2162.0641,466.6961,0.3519
CA00745_C,17,44,118.3494,0.6409,0.2909,1996.0414,467.4313,0.3864
CA00378_C,16,40,58.0374,0.6346,0.2703,1867.948,437.1638,0.4
LMPR0104130006_C,5,43,659.1596,0.039,-0.5329,2826.0411,551.4012,0.1163
CA00796_C,16,44,110.2247,0.5819,0.1533,2419.9836,530.6702,0.3636
CA00845_C,13,39,130.1569,0.6068,0.2485,1911.7955,457.4807,0.3333
CA00137_C,12,35,114.662,0.645,0.2982,1684.588,418.5678,0.3429
LMPR0106150037_C,10,47,217.0362,0.1171,-0.4305,3021.4474,592.1543,0.2128
CA00588_C,18,44,49.0987,0.6887,0.3742,1944.3358,455.9731,0.4091
LMPR0102070042_C,1,42,369.7981,0.0794,-0.4661,3345.7273,614.0539,0.0238
LMPR01040120_C,4,43,334.9676,0.0414,-0.4805,2924.1792,570.7437,0.093
LMPR0104160001_C,4,43,302.6611,0.0325,-0.535,2780.5403,541.5706,0.093
CA00258_C,15,46,189.0795,0.5548,0.1464,2603.7964,561.9787,0.3261
LMPR01070133_C,10,37,90.705,0.6315,0.3656,1638.2718,395.7932,0.2703
LMPR01040128_C,6,60,409.4001,0.0538,-0.5975,4223.3631,660.4265,0.1
LMPR0103280002_C,7,36,204.644,0.0599,-0.537,2483.9571,532.4141,0.1944
