key,num,numz,dynamic_time_warping,cosine_similarity_distance,pearson_correlation,manhattan_distance,euclidean_distance,tanimoto_similarity
CA00463_C,12,35,150.4034,0.6065,0.2277,1766.977,455.6251,0.3429
CA00423_C,13,50,216.4875,0.3999,-0.0823,3017.812,586.9787,0.26
CA00521_C,14,44,154.1187,0.6042,0.2429,2201.0201,494.5466,0.3182
CA00295_C,16,50,234.7014,0.5006,0.0726,2937.5171,591.5472,0.32
LMPR0103370002_C,4,38,197.6874,0.1259,-0.292,2585.8791,548.9781,0.1053
LMPR0104030011_C,9,45,133.3506,0.3807,-0.0438,2579.5462,534.9429,0.2
CA00674_C,22,44,83.5783,0.705,0.3821,1789.525,453.3858,0.5
CA00518_C,17,47,256.0363,0.4668,-0.02,2842.3134,598.5218,0.3617
CA00791_C,16,42,97.229,0.5992,0.1944,2196.2798,506.2768,0.381
LMPR0106150045_C,9,57,250.9506,0.1346,-0.4605,3508.6198,596.752,0.1579
LMPR0106190002_C,5,52,237.8461,0.0376,-0.5502,3134.1769,558.742,0.0962
LMPR01070294_C,14,38,121.8953,0.5906,0.1981,1852.4658,462.8762,0.3684
CA00274_C,17,48,151.2242,0.5452,0.106,2798.0306,580.341,0.3542
CA01110_C,3,37,1036.0996,0.0235,-0.4129,2567.7211,543.2717,0.0811
LMPR0104170005_C,2,44,403.1533,0.0252,-0.5148,3292.4196,611.01,0.0455
CA00586_C,20,43,172.0953,0.6531,0.2752,1968.6757,481.388,0.4651
CA00947_C,16,48,73.6527,0.5881,0.2176,2482.7282,523.8944,0.3333
LMPR0103700002_C,3,38,1088.2359,0.0271,-0.6363,2477.5419,507.6715,0.0789
LMPR0104330003_C,6,43,223.4977,0.1827,-0.3297,3040.5571,597.7586,0.1395
LMPR04000006_C,6,55,816.1802,0.0424,-0.6657,3154.4624,543.7105,0.1091
LMPR0104290001_C,12,35,110.0142,0.5503,0.2288,1649.5809,417.9646,0.3429
LMPR0104170008_C,3,44,362.7672,0.0306,-0.4944,3169.7448,601.6454,0.0682
LMPR0104140002_C,5,42,213.4531,0.141,-0.3189,2755.2155,555.5126,0.119
CA00999_C,20,47,209.2151,0.6025,0.2044,2334.0178,519.5038,0.4255
LMPR0104030013_C,3,46,193.3987,0.0143,-0.5249,3152.4669,579.9367,0.0652
LMPR0103320001_C,4,38,176.4484,0.1285,-0.3468,2721.6689,560.742,0.1053
LMPR0106050005_C,6,51,194.5772,0.101,-0.4065,3294.7439,601.9451,0.1176
LMPR0102060023_C,2,35,301.269,0.0195,-0.4588,2565.0873,535.6022,0.0571
LMPR01070592_C,14,44,60.0409,0.604,0.2414,2235.0634,492.1814,0.3182
CA01229_C,14,34,110.9982,0.6456,0.3208,1446.5465,407.1786,0.4118
CA00683_C,13,36,35.0002,0.6892,0.3877,1512.7162,385.4264,0.3611
LMFA06000168_C,9,34,126.8625,0.3305,-0.0894,2055.0976,500.2856,0.2647
LMPR0104150004_C,4,43,234.0878,0.0228,-0.5529,2818.5667,542.8585,0.093
LMPR0106240001_C,11,44,66.7402,0.5034,0.1472,2075.7741,444.3661,0.25
CA00182_C,18,48,134.2818,0.5197,0.0835,2726.5193,574.3934,0.375
LMPR0103490002_C,5,37,188.6578,0.1261,-0.3624,2618.6782,554.773,0.1351
LMPR0103090009_C,7,35,47.7262,0.5048,0.2181,1822.8189,429.3257,0.2
LMPR0102070036_C,3,39,240.5745,0.0369,-0.5983,2979.3279,568.1952,0.0769
LMPR0102070047_C,4,50,415.1275,0.144,-0.486,4266.7213,717.6098,0.08
CA01238_C,18,40,85.281,0.7375,0.4933,1318.5439,349.6616,0.45
CA00148_C,11,45,56.8201,0.4855,0.1104,2317.9237,482.1117,0.2444
LMPR0104070002_C,5,42,709.1674,0.0326,-0.4838,2941.8196,586.3772,0.119
CA00821_C,18,36,51.1589,0.7912,0.5385,1165.3964,330.3678,0.5
CA00862_C,4,36,215.1333,0.1315,-0.3198,2535.9613,549.8449,0.1111
CA00852_C,5,56,282.8907,0.2051,-0.3188,4033.0869,663.1939,0.0893
LMPR0106180005_C,7,49,169.9402,0.06,-0.5345,2866.0254,546.5232,0.1429
LMPR04000037_C,7,52,550.6008,0.0713,-0.4733,3099.2031,573.1672,0.1346
LMPR0103500004_C,6,38,136.1226,0.0652,-0.5433,2572.194,535.7935,0.1579
CA01162_C,6,39,213.6765,0.2854,-0.1765,2616.9843,548.5203,0.1538
LMPR0104170023_C,4,43,210.5654,0.1849,-0.2998,2966.022,576.5446,0.093
LMPR0103270002_C,5,38,131.7263,0.1707,-0.2921,2390.8468,508.4179,0.1316
LMPR0103090033_C,5,42,186.7325,0.2429,-0.2473,3011.2356,594.3041,0.119
LMPR0106150021_C,6,51,190.8097,0.0413,-0.4971,3327.6177,608.1719,0.1176
LMPR0106040016_C,10,49,164.6947,0.2414,-0.2527,3029.9299,584.4598,0.2041
LMPR0103090013_C,5,40,154.2716,0.2504,-0.2419,2795.2215,569.571,0.125
LMPR0103010033_C,7,37,101.2268,0.2575,-0.1999,2346.2065,506.3007,0.1892
LMPR03070025_C,9,41,131.8019,0.3629,-0.0576,2354.0972,511.2394,0.2195
LMPR0106150068_C,8,69,320.7763,0.1076,-0.4483,4651.8639,695.9699,0.1159
LMPR0103380001_C,2,41,241.7346,0.0185,-0.511,3157.0782,605.776,0.0488
LMPR0103190013_C,2,41,166.6559,0.1146,-0.3536,2928.4584,566.9755,0.0488
CA00047_C,17,45,97.8488,0.6203,0.273,2147.7176,477.9807,0.3778
LMPR0102090030_C,3,35,116.3467,0.1482,-0.3078,2537.9431,531.0383,0.0857
LMPR0103060005_C,8,35,127.9455,0.4533,0.1106,1906.2669,452.5267,0.2286
LMPR01090033_C,10,38,125.911,0.5458,0.1965,1956.0921,457.9835,0.2632
LMPR01090050_C,11,36,114.399,0.5374,0.144,1935.9709,468.1549,0.3056
LMPR0104170033_C,4,46,254.1755,0.1014,-0.4695,3460.4345,625.3983,0.087
LMPR0103470002_C,4,38,337.6444,0.0371,-0.4989,2590.1828,534.5765,0.1053
CA00553_C,14,33,131.8015,0.653,0.3026,1438.9336,415.3558,0.4242
LMPR0103420002_C,4,38,159.1302,0.0425,-0.5181,2808.0487,566.5404,0.1053
CA00717_C,17,45,117.4626,0.5945,0.1835,2514.0624,545.2463,0.3778
LMPR01070026_C,19,39,55.2597,0.7505,0.4559,1455.9827,394.4342,0.4872
LMPR0103540005_C,2,45,302.5185,0.0279,-0.5273,3404.6784,616.7367,0.0444
CA00596_C,19,45,82.9564,0.5806,0.1533,2299.7855,502.223,0.4222
CA00758_C,18,46,253.9203,0.5988,0.2049,2328.0393,518.2169,0.3913
LMPR0102010007_C,7,31,158.2563,0.2754,-0.1031,2007.3733,498.3005,0.2258
LMPR0102120032_C,2,36,1003.7972,0.0324,-0.3832,2701.6314,582.124,0.0556
LMPR0104300001_C,5,52,393.9804,0.1785,-0.3343,3974.0121,706.9719,0.0962
LMPR0102010021_C,6,32,156.0737,0.4613,0.1652,1887.3942,448.5299,0.1875
LMPR0104410002_C,9,39,155.1065,0.3816,-0.0244,2244.4548,506.129,0.2308
CA00563_C,14,37,173.296,0.6101,0.2507,1738.9784,454.5487,0.3784
LMPR0103590006_C,5,49,254.6328,0.2306,-0.2691,3376.8953,609.2883,0.102
CA00533_C,14,45,155.141,0.6016,0.2598,2203.0343,493.0413,0.3111
LMPR0105060002_C,9,43,115.8461,0.1961,-0.38,2542.9542,520.1564,0.2093
CA00433_C,21,65,110.7864,0.6724,0.4698,2623.5608,495.4511,0.3231
CA01233_C,14,34,121.5203,0.7268,0.4433,1318.6496,368.2455,0.4118
CA00728_C,18,48,92.5843,0.6045,0.2199,2581.2336,534.9783,0.375
CA00125_C,18,50,94.8252,0.66,0.3496,2438.1412,495.7451,0.36
CA00884_C,3,32,319.0176,0.2076,-0.2357,2478.6481,541.7675,0.0938
CA00185_C,14,41,175.1582,0.5828,0.1632,2275.3302,519.3522,0.3415
CA00450_C,21,65,110.7782,0.6726,0.4702,2623.3766,495.4682,0.3231
LMPR0103540018_C,2,45,297.1905,0.02,-0.5358,3411.892,617.6401,0.0444
LMPR0103220001_C,7,36,158.0383,0.3884,-0.0066,2179.6246,493.2968,0.1944
LMPR0104210002_C,4,41,279.6013,0.0271,-0.5711,2885.5357,557.3388,0.0976
LMPR0102090051_C,3,34,815.517,0.0957,-0.45,2301.7223,500.6245,0.0882
LMPR01070596_C,12,44,164.2615,0.5279,0.1168,2522.8988,545.4645,0.2727
LMPR0104030014_C,5,44,189.8568,0.0221,-0.5405,3040.1413,576.324,0.1136
CA00657_C,20,42,113.069,0.685,0.3414,1807.852,466.8029,0.4762
LMPR0102090056_C,3,35,251.2393,0.1068,-0.3543,2701.1893,572.5655,0.0857
LMPR0104190006_C,8,39,120.2856,0.4624,0.1112,2086.5997,465.1839,0.2051
CA01147_C,10,37,243.9118,0.5289,0.1069,2156.7793,504.6568,0.2703
LMPR04000029_C,8,51,996.3799,0.0674,-0.7194,2801.2016,522.0366,0.1569
CA00720_C,14,32,66.4808,0.7034,0.4218,1270.2523,361.701,0.4375
CA00270_C,16,46,140.4843,0.5527,0.1252,2645.0196,566.2027,0.3478
CA00379_C,19,43,40.6866,0.7032,0.3916,1765.0327,421.6724,0.4419
LMPR0102060016_C,8,38,192.6182,0.2687,-0.2215,2617.6565,566.819,0.2105
CA00878_C,6,36,142.2561,0.2475,-0.2366,2405.2004,530.2457,0.1667
CA00859_C,14,41,80.7842,0.57,0.1583,2194.3397,500.5364,0.3415
LMPR0103690005_C,7,35,788.3898,0.1275,-0.5829,2237.6686,499.4239,0.2
LMPR0102070020_C,2,41,311.1942,0.0219,-0.539,3101.8196,586.906,0.0488
CA01184_C,3,32,1134.3253,0.0302,-0.3606,2397.2531,540.1807,0.0938
CA00797_C,10,41,193.9004,0.4397,-0.0239,2639.6627,570.4149,0.2439
LMPR0104010007_C,5,40,115.8637,0.1599,-0.316,2455.8792,509.9239,0.125
CA01083_C,18,49,207.2301,0.611,0.252,2450.1984,522.7793,0.3673
LMPR0106080003_C,9,48,99.576,0.2855,-0.2181,2533.9966,494.4425,0.1875
CA00451_C,21,65,111.1311,0.6726,0.4702,2623.7295,495.4988,0.3231
LMPR0103010018_C,8,41,167.8089,0.3409,-0.0472,2267.385,495.5375,0.1951
CA01126_C,14,41,130.0714,0.5349,0.0758,2436.0742,542.4547,0.3415
LMPR0106080020_C,10,46,718.9825,0.119,-0.6413,2667.6012,524.7272,0.2174
CA00903_C,7,46,285.1998,0.3047,-0.2469,3222.8565,583.7823,0.1522
LMPR0103090042_C,3,44,252.0624,0.0943,-0.4316,3423.4036,639.0903,0.0682
LMPR03030002_C,10,52,218.8606,0.2973,-0.2098,3391.1703,615.3486,0.1923
LMPR01070059_C,15,52,271.8731,0.4765,0.0631,2915.3645,590.6635,0.2885
LMPR0102070014_C,5,33,104.5234,0.2661,-0.1024,2197.8836,495.9261,0.1515
CA00746_C,17,45,146.1988,0.6173,0.2418,2189.619,495.5496,0.3778
CA00997_C,15,45,161.3134,0.5397,0.0814,2797.1489,583.0036,0.3333
CA00524_C,16,44,239.5418,0.5871,0.1944,2237.9466,518.4996,0.3636
CA00446_C,15,48,101.8776,0.5755,0.1964,2501.3741,502.1644,0.3125
LMPR0106140005_C,10,47,259.8809,0.0623,-0.6142,2870.2807,551.1247,0.2128
LMPR0103640001_C,4,40,611.9697,0.0221,-0.5016,3091.1741,616.2848,0.1
CA00776_C,16,44,245.6515,0.6646,0.3329,2114.9495,487.1963,0.3636
CA00490_C,18,46,94.5668,0.6072,0.2203,2344.3151,496.916,0.3913
CA00619_C,21,52,83.1773,0.6033,0.2426,2615.4191,544.4364,0.4038
LMPR0104030005_C,8,39,91.9592,0.2721,-0.1945,2335.5716,502.7339,0.2051
LMPR0103050013_C,4,38,207.0703,0.163,-0.3494,2949.3712,606.0862,0.1053
LMPR0104330013_C,12,47,229.1572,0.2834,-0.2449,3150.9398,619.467,0.2553
CA00985_C,10,42,240.835,0.4317,-0.0691,2695.9366,541.7615,0.2381
CA00441_C,17,46,87.5014,0.6003,0.2173,2256.7913,485.4481,0.3696
LMPR0102060014_C,7,39,193.1104,0.2628,-0.2099,2688.4847,569.0589,0.1795
LMPR0106230001_C,7,49,116.9621,0.063,-0.5603,3011.5398,555.4269,0.1429
LMPR01040136_C,6,55,373.1631,0.0594,-0.5752,3785.9681,630.1649,0.1091
CA00029_C,14,43,99.351,0.5572,0.1575,2327.5004,512.4842,0.3256
CA01214_C,20,53,128.9427,0.5892,0.233,2560.0845,536.0285,0.3774
LMPR01071052_C,17,49,149.1625,0.4818,-0.0052,3178.1522,629.6456,0.3469
CA01117_C,4,36,178.6835,0.1102,-0.4011,2751.2439,578.3637,0.1111
LMPR0103540015_C,7,50,535.9056,0.0344,-0.5411,3469.7887,623.7056,0.14
LMPR0106010003_C,11,43,65.8024,0.469,0.1026,2132.2708,465.0695,0.2558
LMPR0106050004_C,7,49,550.9064,0.0288,-0.5406,4190.8659,765.1451,0.1429
CA01100_C,16,46,64.9048,0.6223,0.2543,2404.3616,508.568,0.3478
LMPR0103590003_C,2,40,255.5813,0.017,-0.5018,3024.2871,588.2602,0.05
LMPR01090043_C,9,40,172.7182,0.3782,-0.0695,2508.1458,541.9903,0.225
CA01067_C,3,36,107.9126,0.1676,-0.2452,2390.432,507.0165,0.0833
LMPR0103660001_C,6,36,169.4696,0.168,-0.286,2434.8839,536.497,0.1667
CA00751_C,17,46,129.5829,0.6175,0.2569,2222.2641,493.1177,0.3696
CA00939_C,18,41,33.1556,0.7468,0.4938,1451.2719,366.115,0.439
LMPR0104110002_C,5,42,507.4535,0.0482,-0.5917,2663.348,526.1052,0.119
CA00055_C,16,46,93.8693,0.5695,0.1941,2346.9495,501.9087,0.3478
LMPR01070351_C,22,71,287.9128,0.5318,0.246,3361.8662,611.3462,0.3099
CA00098_C,16,44,56.0768,0.6189,0.2478,2186.38,480.611,0.3636
CA00649_C,15,47,276.6616,0.5099,0.0838,2712.0876,577.4377,0.3191
LMPR0106050021_C,6,52,259.9262,0.1143,-0.3413,3243.4812,604.6746,0.1154
CA00705_C,16,47,103.3829,0.6046,0.2329,2512.8296,530.7922,0.3404
LMPR04000028_C,8,52,503.5249,0.062,-0.6533,2943.2906,536.4491,0.1538
LMPR01070277_C,16,45,104.1649,0.6484,0.3338,1959.8365,446.0175,0.3556
CA01094_C,13,35,52.2131,0.7084,0.4273,1461.5439,367.8346,0.3714
LMPR0103010036_C,8,37,102.2212,0.4342,0.0255,2213.7944,490.9834,0.2162
CA00813_C,16,36,51.9466,0.7056,0.3858,1424.1739,376.9822,0.4444
CA00916_C,16,36,44.0372,0.6967,0.3611,1498.9238,399.7503,0.4444
LMPR0103580001_C,5,37,136.9822,0.2503,-0.1998,2401.2091,506.5952,0.1351
LMPR0106050013_C,6,52,268.5119,0.1003,-0.3841,3585.6195,653.4621,0.1154
CA00911_C,20,49,43.3715,0.6345,0.3005,2290.499,491.7429,0.4082
LMPR02010046_C,17,60,183.9939,0.5147,0.1837,2959.8319,572.6851,0.2833
LMPR01070354_C,22,63,246.5659,0.5813,0.3009,2709.5567,539.5851,0.3492
LMPR02020067_C,4,41,146.8412,0.2383,-0.2251,2812.2662,562.7352,0.0976
LMPR01070298_C,13,38,58.4116,0.6578,0.3492,1671.3898,407.1733,0.3421
LMPR0104170027_C,3,41,355.8717,0.0273,-0.5305,3378.7544,653.3781,0.0732
LMPR0103010005_C,6,37,82.3876,0.2187,-0.269,2533.7402,533.3455,0.1622
LMPR01080071_C,15,38,49.3323,0.6621,0.3295,1605.5077,407.7695,0.3947
LMPR02020073_C,4,38,233.7839,0.1735,-0.2903,2703.9062,564.3461,0.1053
LMPR0103590001_C,3,38,228.916,0.105,-0.3752,2929.1101,590.5423,0.0789
LMPR0104090002_C,6,44,242.8851,0.0481,-0.5272,3302.3635,633.0716,0.1364
CA00567_C,24,71,359.8929,0.5469,0.2305,4398.9877,738.6354,0.338
LMPR01080055_C,8,42,65.8482,0.4313,0.0372,2376.3125,494.4445,0.1905
CA00641_C,19,43,116.3382,0.6406,0.2563,2050.395,499.4961,0.4419
LMPR01070377_C,19,55,107.8004,0.7092,0.5058,1848.3541,392.8972,0.3455
LMPR0102010009_C,3,37,159.8504,0.2095,-0.2052,2534.2411,532.0713,0.0811
LMPR0103050007_C,1,42,201.1812,0.0109,-0.5295,3297.8861,612.4715,0.0238
CA01188_C,4,34,184.6201,0.2641,-0.0722,2209.9356,503.3873,0.1176
CA00294_C,15,41,109.6399,0.6302,0.2689,1959.2827,464.7193,0.3659
LMPR04000001_C,6,51,248.7118,0.0421,-0.5517,3001.695,549.1024,0.1176
CA00254_C,13,46,164.5055,0.5052,0.0716,2773.0303,576.2883,0.2826
CA00848_C,9,36,159.109,0.5081,0.1615,1924.1398,464.1066,0.25
LMPR0103120002_C,7,35,131.5475,0.2802,-0.1792,2203.6515,497.3949,0.2
CA00665_C,20,54,150.2761,0.6261,0.3183,2604.8351,540.7587,0.3704
LMPR01070291_C,18,45,134.6796,0.578,0.1607,2260.1874,507.3745,0.4
LMPR0106140011_C,7,51,265.0384,0.0384,-0.5297,3240.2156,587.3415,0.1373
LMPR02020088_C,9,46,149.549,0.2681,-0.2741,3256.2954,618.686,0.1957
CA00229_C,18,46,75.8877,0.6679,0.3318,2215.9117,488.2654,0.3913
LMPR01070368_C,19,51,107.3899,0.757,0.5756,1555.6421,346.1712,0.3725
LMPR0103010030_C,7,38,224.98,0.2576,-0.2407,2597.3016,563.0654,0.1842
LMPR01040139_C,5,69,465.6119,0.0295,-0.6249,4958.5301,703.5176,0.0725
LMPR01070309_C,20,58,239.5908,0.5366,0.1992,2755.5466,554.2422,0.3448
LMPR0102090048_C,1,37,258.172,0.0066,-0.4763,2682.0921,538.8858,0.027
LMPR0106040006_C,9,52,268.8317,0.1747,-0.3274,3410.7432,639.6427,0.1731
LMPR0106140008_C,11,55,290.5507,0.0531,-0.5363,3188.2324,579.4941,0.2
CA00108_C,13,56,104.8764,0.469,0.1193,2303.9894,449.6179,0.2321
LMPR0104170034_C,1,46,400.5455,0.004,-0.493,3478.3336,632.335,0.0217
LMPR0104010033_C,9,45,170.7645,0.3894,0.0084,2369.3738,497.6637,0.2
LMPR01090010_C,10,37,54.4184,0.5411,0.1555,2009.4784,462.4804,0.2703
LMPR01070044_C,19,38,113.9991,0.6955,0.3269,1577.3189,438.8229,0.5
CA00784_C,18,46,224.3069,0.5694,0.14,2555.6704,554.213,0.3913
LMPR0104040014_C,8,40,113.6821,0.231,-0.2561,2520.8222,539.2243,0.2
LMPR0102070065_C,4,38,175.0849,0.1215,-0.4691,2806.5707,549.2845,0.1053
LMPR0103010027_C,7,37,133.1063,0.4183,-0.0156,2311.8854,501.6011,0.1892
LMPR0104170011_C,4,43,326.1491,0.0945,-0.4343,3277.7857,635.159,0.093
LMPR0102090004_C,2,35,1029.6454,0.013,-0.3917,2555.8081,545.7305,0.0571
LMPR01070286_C,10,53,132.0354,0.434,0.0917,2429.2702,470.5559,0.1887
LMPR01070340_C,22,67,247.2841,0.5795,0.3185,2812.9219,542.0905,0.3284
LMPR0104010012_C,5,38,1000.9568,0.0327,-0.4237,2525.938,540.2186,0.1316
CA00422_C,18,45,134.4144,0.578,0.1607,2260.0786,507.3272,0.4
CA00964_C,14,39,136.8757,0.6331,0.2552,1911.3612,439.7579,0.359
LMPR0106080011_C,9,55,172.3462,0.2435,-0.3044,3075.2536,536.3362,0.1636
LMPR0104230003_C,7,49,209.8748,0.1641,-0.3555,3392.1158,616.4485,0.1429
CA00134_C,11,36,52.6964,0.6209,0.3237,1668.8111,402.2003,0.3056
CA00879_C,16,39,156.2477,0.6032,0.1808,2039.7849,498.9882,0.4103
LMPR01070106_C,12,46,171.6092,0.5938,0.2497,2364.0566,503.2751,0.2609
CA00015_C,14,40,136.8114,0.5606,0.1306,2230.7163,508.7948,0.35
CA00761_C,16,46,113.258,0.6273,0.2907,2116.1857,482.269,0.3478
LMPR0104130010_C,5,48,356.9261,0.0355,-0.557,3561.7672,639.7783,0.1042
CA00755_C,19,47,290.2928,0.6085,0.2287,2353.8863,534.9254,0.4043
LMPR0104010013_C,10,38,60.4579,0.3959,-0.0464,2220.8596,491.8768,0.2632
LMPR0103230002_C,4,38,807.0399,0.0586,-0.5852,2448.533,509.6227,0.1053
CA01060_C,1,41,256.3004,0.0892,-0.4104,3250.2073,617.2757,0.0244
LMPR0103090040_C,5,44,276.1705,0.1706,-0.3411,3226.2422,630.1738,0.1136
LMPR03090023_C,8,42,68.3591,0.3944,0.0034,2295.1241,484.9678,0.1905
CA01107_C,4,36,165.486,0.1658,-0.2647,2457.6195,536.4606,0.1111
LMPR0102070028_C,2,41,385.9909,0.0274,-0.5688,3178.8174,593.7082,0.0488
LMPR0103080001_C,4,39,206.098,0.1091,-0.4058,2969.8601,600.2183,0.1026
LMPR04000013_C,7,56,401.8188,0.0403,-0.5463,3349.2897,581.0181,0.125
LMPR0104010037_C,13,54,220.9129,0.2668,-0.259,3489.7614,645.4144,0.2407
LMPR0104150009_C,3,45,819.2098,0.0236,-0.4786,2990.8156,567.7024,0.0667
LMPR0104420001_C,4,43,153.8141,0.149,-0.4067,2967.5131,558.392,0.093
CA01207_C,6,34,161.5441,0.1768,-0.3221,2378.8846,536.3896,0.1765
CA01006_C,15,39,40.3621,0.6746,0.3461,1721.7311,418.5937,0.3846
LMPR0103500017_C,6,36,411.7127,0.0721,-0.51,2457.086,531.8804,0.1667
LMPR01070336_C,22,60,243.6771,0.583,0.2864,2626.2019,537.4374,0.3667
LMPR01070308_C,19,56,238.5536,0.5345,0.1861,2738.2212,554.2962,0.3393
LMPR02020069_C,10,45,146.0634,0.2848,-0.2331,3049.7856,596.6272,0.2222
LMPR01040123_C,6,55,375.7991,0.0596,-0.5755,3783.3853,629.6257,0.1091
CA00324_C,16,49,93.8622,0.5354,0.1153,2752.7238,545.4115,0.3265
CA00138_C,14,48,60.8088,0.5601,0.1983,2505.3651,510.265,0.2917
LMPR0106030003_C,7,51,1271.0416,0.0468,-0.7578,2739.3908,514.8482,0.1373
LMPR0106010033_C,9,42,97.4554,0.3485,-0.0984,2509.6719,521.4616,0.2143
LMPR01080065_C,12,49,69.6285,0.5238,0.1892,2233.5206,449.9703,0.2449
CA00965_C,18,47,110.9616,0.6194,0.2529,2300.7566,485.1317,0.383
LMPR0103150001_C,5,38,124.5769,0.1157,-0.4027,2772.4441,564.4097,0.1316
LMPR0103330003_C,8,34,103.2779,0.411,0.0413,1922.4419,457.3129,0.2353
LMPR0103850001_C,3,40,275.1546,0.0328,-0.5035,2689.0042,537.5962,0.075
CA00856_C,13,44,220.114,0.422,-0.087,2943.3126,608.0909,0.2955
LMPR01070315_C,18,57,239.0178,0.4915,0.1243,2885.813,569.4712,0.3158
CA00919_C,18,45,42.6901,0.6273,0.2642,2121.5289,477.5003,0.4
LMPR01070327_C,22,72,286.6948,0.5152,0.2159,3593.4922,637.6313,0.3056
LMPR01090029_C,7,40,128.6936,0.4519,0.0628,2310.743,503.9525,0.175
LMPR01040143_C,6,41,159.6651,0.1893,-0.3685,2912.916,577.0658,0.1463
LMPR0102070001_C,2,41,311.7296,0.0171,-0.5644,3192.3276,593.81,0.0488
CA00239_C,18,46,71.0925,0.6964,0.4024,2001.5518,452.1158,0.3913
LMPR0104330007_C,7,54,374.6641,0.0849,-0.4214,3942.9992,688.0731,0.1296
LMPR0102070056_C,2,37,292.549,0.0228,-0.5489,3042.7119,599.1168,0.0541
LMPR0102010015_C,6,34,130.9543,0.2725,-0.1161,2146.1537,494.7364,0.1765
LMPR0104010011_C,4,39,637.3395,0.0267,-0.4682,2602.3754,536.2664,0.1026
LMPR0104080012_C,7,41,134.1406,0.2473,-0.2035,2504.1327,530.5568,0.1707
LMPR0102120022_C,3,34,173.9255,0.1505,-0.2872,2373.7282,510.2423,0.0882
LMPR0103540006_C,7,49,274.4073,0.0648,-0.5065,3286.9687,608.9772,0.1429
LMPR01070384_C,20,60,146.1276,0.6332,0.3775,2555.216,506.5955,0.3333
CA00435_C,11,36,92.1628,0.5958,0.2652,1716.0433,419.8035,0.3056
CA01045_C,10,36,138.5264,0.4012,-0.0656,2291.1997,525.3522,0.2778
LMPR0106040008_C,9,51,198.6574,0.1925,-0.3227,3249.6949,606.7241,0.1765
LMPR0103010011_C,8,35,63.7103,0.3438,-0.0977,2180.7521,492.518,0.2286
LMPR0103010022_C,10,43,167.2101,0.4733,0.1307,2081.0046,462.9108,0.2326
CA01148_C,16,39,163.3924,0.6589,0.2928,1865.2103,465.2736,0.4103
LMPR01090066_C,8,39,128.2083,0.5143,0.1902,2021.3271,458.539,0.2051
CA00130_C,17,49,63.4796,0.5994,0.2522,2410.8829,502.9129,0.3469
LMPR0106080009_C,9,66,312.001,0.1141,-0.4914,4301.1869,658.4543,0.1364
LMPR0102070058_C,1,43,323.1506,0.0137,-0.583,3493.6851,625.1962,0.0233
CA00311_C,14,35,90.8285,0.7619,0.5436,1217.0281,333.2411,0.4
LMPR0104130007_C,5,51,371.5574,0.0302,-0.5502,3618.5197,630.1124,0.098
CA00370_C,17,40,59.7261,0.7078,0.3994,1644.5189,409.7013,0.425
LMPR0104540001_C,2,44,481.7756,0.0113,-0.551,3450.8839,627.82,0.0455
LMPR01020138_C,1,41,314.2174,0.0012,-0.5605,3256.3653,598.9156,0.0244
CA00929_C,21,50,44.1285,0.6146,0.2507,2473.8634,536.5945,0.42
LMPR0103430003_C,5,37,263.65,0.0528,-0.4815,2478.465,529.4444,0.1351
LMPR0106160003_C,6,50,175.6891,0.039,-0.5592,2986.8452,551.9627,0.12
LMPR0106100002_C,8,54,325.5799,0.1135,-0.499,4105.9089,687.8176,0.1481
LMPR0102120013_C,2,35,328.6009,0.0123,-0.4788,2586.4982,535.0355,0.0571
CA01120_C,4,36,189.864,0.0392,-0.531,2638.3119,544.8175,0.1111
LMPR01090038_C,8,39,172.1656,0.3817,-0.0641,2466.0149,539.4973,0.2051
CA01116_C,7,33,120.3441,0.4801,0.1436,1836.4541,439.6433,0.2121
CA00049_C,13,34,90.7317,0.6463,0.3283,1534.862,399.4038,0.3824
CA01122_C,13,43,167.315,0.5213,0.0788,2574.9169,557.5843,0.3023
LMPR0102070012_C,2,41,363.1592,0.1045,-0.4712,3245.6776,601.7519,0.0488
CA00710_C,18,44,96.6347,0.6316,0.2569,2207.9328,497.996,0.4091
LMPR0104030025_C,4,43,325.288,0.035,-0.5135,3325.5233,634.23,0.093
CA01136_C,10,35,417.8742,0.5203,0.0887,2077.0998,513.3443,0.2857
LMPR0103010010_C,8,35,58.3242,0.3432,-0.097,2179.5089,492.5477,0.2286
LMPR02020083_C,4,39,222.8724,0.0916,-0.4142,2921.3228,586.246,0.1026
LMPR0104400004_C,8,40,66.1339,0.3408,-0.1056,2311.9494,488.1858,0.2
LMPR0106040012_C,9,50,225.7812,0.1713,-0.322,3236.2265,615.224,0.18
LMPR0104050008_C,4,43,87.3629,0.1572,-0.3119,2722.5743,537.8482,0.093
CA00072_C,15,40,62.6871,0.6794,0.3402,1856.9004,440.5541,0.375
LMPR0103650003_C,5,38,142.2027,0.1462,-0.3442,2524.6438,533.2349,0.1316
LMPR0102070037_C,3,35,226.4062,0.1215,-0.3194,2641.8313,574.6263,0.0857
CA01097_C,15,41,114.5466,0.5967,0.2108,2003.7821,479.6924,0.3659
LMPR01040133_C,5,58,384.7422,0.0516,-0.5613,3969.9609,639.8951,0.0862
CA00847_C,15,38,127.1584,0.7155,0.4276,1519.6027,397.2128,0.3947
LMPR0105050008_C,8,44,263.1665,0.2407,-0.2552,2997.9871,607.8057,0.1818
